ID_kod,PKWiU2015,Kody_CN
7609,24.45.30.0,"8112 31 00"
7610,24.45.30.0,"8112 39 00"
7611,24.45.30.0,"8112 41 90"
7612,24.45.30.0,"8112 49 00"
7613,24.45.30.0,"8112 51 00"
7614,24.45.30.0,"8112 59 00"
7615,24.45.30.0,"8112 69 10"
7616,24.45.30.0,"8112 69 90"
7617,24.45.30.0,"8112 92 40"
7618,24.45.30.0,"8112 92 81"
7619,24.45.30.0,"8112 92 89"
7620,24.45.30.0,"8112 92 91"
7621,24.45.30.0,"8112 92 95"
7622,24.45.30.0,"8112 99 40"
7623,24.45.30.0,"8112 99 50"
7624,24.45.30.0,"8112 99 70"
7625,24.45.30.0,"8113 00 20"
7626,24.45.30.0,"8113 00 90"
7627,24.46.10.0,"2844 10 10"
7628,24.46.10.0,"2844 10 30"
7629,24.46.10.0,"2844 10 50"
7630,24.46.10.0,"2844 10 90"
7631,24.51.20.0,"7303 00 10"
7632,24.51.20.0,"7303 00 90"
7633,24.51.30.0,"7307 11 10"
7634,24.51.30.0,"7307 11 90"
7635,24.51.30.0,"7307 19 10"
7636,24.52.20.0,-
7637,24.52.30.0,"7307 19 90"
7638,25.11.10.0,"9406 20 00"
7639,25.11.10.0,"9406 90 10"
7640,25.11.10.0,"9406 90 31"
7641,25.11.10.0,"9406 90 38"
7642,25.11.21.0,"7308 10 00"
7643,25.11.22.0,"7308 20 00"
7644,25.11.23.0,"7308 40 00"
7645,25.11.23.0,"7308 90 59"
7646,25.11.23.0,"7308 90 98"
7647,25.11.23.0,"7610 90 10"
7648,25.11.23.0,"7610 90 90"
7649,25.12.10.0,"7308 30 00"
7650,25.12.10.0,"7610 10 00"
7651,25.21.11.0,"7322 11 00"
7652,25.21.11.0,"7322 19 00"
7653,25.21.12.0,"8403 10 10"
7654,25.21.12.0,"8403 10 90"
7655,25.21.13.0,"8403 90 10"
7656,25.21.13.0,"8403 90 90"
7657,25.29.11.0,"7309 00 10"
7658,25.29.11.0,"7309 00 30"
7659,25.29.11.0,"7309 00 51"
7660,25.29.11.0,"7309 00 59"
7661,25.29.11.0,"7309 00 90"
7662,25.29.11.0,"7611 00 00"
7663,25.29.12.0,"7311 00 11"
7664,25.29.12.0,"7311 00 13"
7665,25.29.12.0,"7311 00 19"
7666,25.29.12.0,"7311 00 30"
7667,25.29.12.0,"7311 00 91"
7668,25.29.12.0,"7311 00 99"
7669,25.29.12.0,"7613 00 00"
7670,25.30.11.0,"8402 11 00"
7671,25.30.11.0,"8402 12 00"
7672,25.30.11.0,"8402 19 10"
7673,25.30.11.0,"8402 19 90"
7674,25.30.11.0,"8402 20 00"
7675,25.30.12.0,"8404 10 00"
7676,25.30.12.0,"8404 20 00"
7677,25.30.13.0,"8402 90 00"
7678,25.30.13.0,"8404 90 00"
7679,25.30.21.0,"8401 10 00"
7680,25.30.22.0,"8401 40 00"
7681,25.40.11.0,"9301 10 00"
7682,25.40.11.0,"9301 20 00"
7683,25.40.11.0,"9301 90 00"
7684,25.40.12.0,"9302 00 00"
7685,25.40.12.0,"9303 10 00"
7686,25.40.12.0,"9303 20 10"
7687,25.40.12.0,"9303 20 95"
7688,25.40.12.0,"9303 30 00"
7689,25.40.12.0,"9303 90 00"
7690,25.40.12.0,"9304 00 00"
7691,25.40.13.0,"9306 21 00"
7692,25.40.13.0,"9306 29 00"
7693,25.40.13.0,"9306 30 10"
7694,25.40.13.0,"9306 30 30"
7695,25.40.13.0,"9306 30 90"
7696,25.40.13.0,"9306 90 10"
7697,25.40.13.0,"9306 90 90"
7698,25.40.14.0,"9305 10 00"
7699,25.40.14.0,"9305 20 00"
7700,25.40.14.0,"9305 91 00"
7701,25.40.14.0,"9305 99 00"
7702,25.40.14.0,"9620 00 91"
7703,25.40.14.0,"9620 00 99"
7704,25.71.11.0,"8211 10 00"
7705,25.71.11.0,"8211 91 00"
7706,25.71.11.0,"8211 92 00"
7707,25.71.11.0,"8211 93 00"
7708,25.71.11.0,"8211 94 00"
7709,25.71.11.0,"8211 95 00"
7710,25.71.11.0,"8213 00 00"
7711,25.71.12.0,"8212 10 10"
7712,25.71.12.0,"8212 10 90"
7713,25.71.12.0,"8212 20 00"
7714,25.71.12.0,"8212 90 00"
7715,25.71.13.0,"8214 10 00"
7716,25.71.13.0,"8214 20 00"
7717,25.71.13.0,"8214 90 00"
7718,25.71.14.0,"8215 10 20"
7719,25.71.14.0,"8215 10 30"
7720,25.71.14.0,"8215 10 80"
7721,25.71.14.0,"8215 20 10"
7722,25.71.14.0,"8215 20 90"
7723,25.71.14.0,"8215 91 00"
7724,25.71.14.0,"8215 99 10"
7725,25.71.14.0,"8215 99 90"
7726,25.71.15.0,"9307 00 00"
7727,25.72.11.0,"8301 10 00"
7728,25.72.11.0,"8301 20 00"
7729,25.72.11.0,"8301 30 00"
7730,25.72.12.0,"8301 40 11"
7731,25.72.12.0,"8301 40 19"
7732,25.72.12.0,"8301 40 90"
7733,25.72.13.0,"8301 50 00"
7734,25.72.13.0,"8301 60 00"
7735,25.72.13.0,"8301 70 00"
7736,25.72.14.0,"8302 10 00"
7737,25.72.14.0,"8302 20 00"
7738,25.72.14.0,"8302 30 00"
7739,25.72.14.0,"8302 41 10"
7740,25.72.14.0,"8302 41 50"
7741,25.72.14.0,"8302 41 90"
7742,25.72.14.0,"8302 42 00"
7743,25.72.14.0,"8302 49 00"
7744,25.72.14.0,"8302 50 00"
7745,25.72.14.0,"8302 60 00"
7746,25.73.10.0,"8201 10 00"
7747,25.73.10.0,"8201 30 00"
7748,25.73.10.0,"8201 40 00"
7749,25.73.10.0,"8201 50 00"
7750,25.73.10.0,"8201 60 00"
7751,25.73.10.0,"8201 90 00"
7752,25.73.20.0,"8202 10 00"
7753,25.73.20.0,"8202 20 00"
7754,25.73.20.0,"8202 31 00"
7755,25.73.20.0,"8202 39 00"
7756,25.73.20.0,"8202 40 00"
7757,25.73.20.0,"8202 91 00"
7758,25.73.20.0,"8202 99 20"
7759,25.73.20.0,"8202 99 80"
7760,25.73.30.0,"8203 10 00"
7761,25.73.30.0,"8203 20 00"
7762,25.73.30.0,"8203 30 00"
7763,25.73.30.0,"8203 40 00"
7764,25.73.30.0,"8204 11 00"
7765,25.73.30.0,"8204 12 00"
7766,25.73.30.0,"8204 20 00"
7767,25.73.30.0,"8205 10 00"
7768,25.73.30.0,"8205 20 00"
7769,25.73.30.0,"8205 30 00"
7770,25.73.30.0,"8205 40 00"
7771,25.73.30.0,"8205 51 00"
7772,25.73.30.0,"8205 59 10"
7773,25.73.30.0,"8205 59 80"
7774,25.73.30.0,"8205 60 00"
7775,25.73.30.0,"8205 70 00"
7776,25.73.30.0,"8205 90 10"
7777,25.73.30.0,"8205 90 90"
7778,25.73.30.0,"8206 00 00"
7779,25.73.40.0,"8207 40 10"
7780,25.73.40.0,"8207 40 30"
7781,25.73.40.0,"8207 40 90"
7782,25.73.40.0,"8207 50 10"
7783,25.73.40.0,"8207 50 30"
7784,25.73.40.0,"8207 50 50"
7785,25.73.40.0,"8207 50 60"
7786,25.73.40.0,"8207 50 70"
7787,25.73.40.0,"8207 50 90"
7788,25.73.40.0,"8207 60 10"
7789,25.73.40.0,"8207 60 30"
7790,25.73.40.0,"8207 60 50"
7791,25.73.40.0,"8207 60 70"
7792,25.73.40.0,"8207 60 90"
7793,25.73.40.0,"8207 70 10"
7794,25.73.40.0,"8207 70 31"
7795,25.73.40.0,"8207 70 37"
7796,25.73.40.0,"8207 70 90"
7797,25.73.40.0,"8207 80 11"
7798,25.73.40.0,"8207 80 19"
7799,25.73.40.0,"8207 80 90"
7800,25.73.40.0,"8207 90 10"
7801,25.73.40.0,"8207 90 30"
7802,25.73.40.0,"8207 90 50"
7803,25.73.40.0,"8207 90 71"
7804,25.73.40.0,"8207 90 78"
7805,25.73.40.0,"8207 90 91"
7806,25.73.40.0,"8207 90 99"
7807,25.73.50.0,"8480 10 00"
7808,25.73.50.0,"8480 20 00"
7809,25.73.50.0,"8480 30 10"
7810,25.73.50.0,"8480 30 90"
7811,25.73.50.0,"8480 41 00"
7812,25.73.50.0,"8480 49 00"
7813,25.73.50.0,"8480 50 00"
7814,25.73.50.0,"8480 60 00"
7815,25.73.50.0,"8480 71 00"
7816,25.73.50.0,"8480 79 00"
7817,25.73.60.0,"8207 13 00"
7818,25.73.60.0,"8207 19 10"
7819,25.73.60.0,"8207 19 90"
7820,25.73.60.0,"8207 20 10"
7821,25.73.60.0,"8207 20 90"
7822,25.73.60.0,"8207 30 10"
7823,25.73.60.0,"8207 30 90"
7824,25.73.60.0,"8208 10 00"
7825,25.73.60.0,"8208 20 00"
7826,25.73.60.0,"8208 30 00"
7827,25.73.60.0,"8208 40 00"
7828,25.73.60.0,"8208 90 00"
7829,25.73.60.0,"8209 00 20"
7830,25.73.60.0,"8209 00 80"
7831,25.91.11.0,"7310 10 00"
7832,25.91.12.0,"7310 29 10"
7833,25.91.12.0,"7310 29 90"
7834,25.92.11.0,"7310 21 11"
7835,25.92.11.0,"7310 21 19"
7836,25.92.11.0,"7310 21 91"
7837,25.92.11.0,"7310 21 99"
7838,25.92.12.0,"7612 10 00"
7839,25.92.12.0,"7612 90 20"
7840,25.92.12.0,"7612 90 30"
7841,25.92.12.0,"7612 90 80"
7842,25.92.13.0,"8309 10 00"
7843,25.92.13.0,"8309 90 10"
7844,25.92.13.0,"8309 90 90"
7845,25.93.11.0,"7312 10 20"
7846,25.93.11.0,"7312 10 41"
7847,25.93.11.0,"7312 10 49"
7848,25.93.11.0,"7312 10 61"
7849,25.93.11.0,"7312 10 65"
7850,25.93.11.0,"7312 10 69"
7851,25.93.11.0,"7312 10 81"
7852,25.93.11.0,"7312 10 83"
7853,25.93.11.0,"7312 10 85"
7854,25.93.11.0,"7312 10 89"
7855,25.93.11.0,"7312 10 98"
7856,25.93.11.0,"7312 90 00"
7857,25.93.12.0,"7313 00 00"
7858,25.93.12.0,"7413 00 00"
7859,25.93.12.0,"7614 10 00"
7860,25.93.12.0,"7614 90 00"
7861,25.93.13.0,"7314 12 00"
7862,25.93.13.0,"7314 14 00"
7863,25.93.13.0,"7314 19 00"
7864,25.93.13.0,"7314 20 10"
7865,25.93.13.0,"7314 20 90"
7866,25.93.13.0,"7314 31 00"
7867,25.93.13.0,"7314 39 00"
7868,25.93.13.0,"7314 41 00"
7869,25.93.13.0,"7314 42 00"
7870,25.93.13.0,"7314 49 00"
7871,25.93.13.0,"7314 50 00"
7872,25.93.13.0,"7419 80 10"
7873,25.93.14.0,"7317 00 20"
7874,25.93.14.0,"7317 00 60"
7875,25.93.14.0,"7317 00 80"
7876,25.93.14.0,"7415 10 00"
7877,25.93.14.0,"7616 10 00"
7878,25.93.15.0,"8311 10 00"
7879,25.93.15.0,"8311 20 00"
7880,25.93.15.0,"8311 30 00"
7881,25.93.15.0,"8311 90 00"
7882,25.93.16.0,"7320 10 11"
7883,25.93.16.0,"7320 10 19"
7884,25.93.16.0,"7320 10 90"
7885,25.93.16.0,"7320 20 20"
7886,25.93.16.0,"7320 20 81"
7887,25.93.16.0,"7320 20 85"
7888,25.93.16.0,"7320 20 89"
7889,25.93.16.0,"7320 90 10"
7890,25.93.16.0,"7320 90 30"
7891,25.93.16.0,"7320 90 90"
7892,25.93.16.0,"7419 80 30"
7893,25.93.17.0,"7315 20 00"
7894,25.93.17.0,"7315 81 00"
7895,25.93.17.0,"7315 82 00"
7896,25.93.17.0,"7315 89 00"
7897,25.93.17.0,"7315 90 00"
7898,25.93.17.0,"7419 20 00"
7899,25.93.18.0,"7319 40 00"
7900,25.93.18.0,"7319 90 10"
7901,25.93.18.0,"7319 90 90"
7902,25.94.11.0,"7318 11 00"
7903,25.94.11.0,"7318 12 10"
7904,25.94.11.0,"7318 12 90"
7905,25.94.11.0,"7318 13 00"
7906,25.94.11.0,"7318 14 10"
7907,25.94.11.0,"7318 14 91"
7908,25.94.11.0,"7318 14 99"
7909,25.94.11.0,"7318 15 20"
7910,25.94.11.0,"7318 15 35"
7911,25.94.11.0,"7318 15 42"
7912,25.94.11.0,"7318 15 48"
7913,25.94.11.0,"7318 15 52"
7914,25.94.11.0,"7318 15 58"
7915,25.94.11.0,"7318 15 62"
7916,25.94.11.0,"7318 15 68"
7917,25.94.11.0,"7318 15 75"
7918,25.94.11.0,"7318 15 82"
7919,25.94.11.0,"7318 15 88"
7920,25.94.11.0,"7318 15 95"
7921,25.94.11.0,"7318 16 31"
7922,25.94.11.0,"7318 16 39"
7923,25.94.11.0,"7318 16 40"
7924,25.94.11.0,"7318 16 60"
7925,25.94.11.0,"7318 16 92"
7926,25.94.11.0,"7318 16 99"
7927,25.94.11.0,"7318 19 00"
7928,25.94.12.0,"7318 21 00"
7929,25.94.12.0,"7318 22 00"
7930,25.94.12.0,"7318 23 00"
7931,25.94.12.0,"7318 24 00"
7932,25.94.12.0,"7318 29 00"
7933,25.94.13.0,"7415 21 00"
7934,25.94.13.0,"7415 29 00"
7935,25.94.13.0,"7415 33 00"
7936,25.94.13.0,"7415 39 00"
7937,25.99.11.0,"7324 10 00"
7938,25.99.11.0,"7324 21 00"
7939,25.99.11.0,"7324 29 00"
7940,25.99.11.0,"7324 90 00"
7941,25.99.11.0,"7418 20 00"
7942,25.99.11.0,"7615 20 00"
7943,25.99.12.0,"7323 10 00"
7944,25.99.12.0,"7323 91 00"
7945,25.99.12.0,"7323 92 00"
7946,25.99.12.0,"7323 93 00"
7947,25.99.12.0,"7323 94 00"
7948,25.99.12.0,"7323 99 00"
7949,25.99.12.0,"7418 10 90"
7950,25.99.12.0,"7615 10 10"
7951,25.99.12.0,"7615 10 30"
7952,25.99.12.0,"7615 10 80"
7953,25.99.12.0,"8210 00 00"
7954,25.99.21.0,"8303 00 40"
7955,25.99.21.0,"8303 00 90"
7956,25.99.22.0,"8304 00 00"
7957,25.99.23.0,"8305 10 00"
7958,25.99.23.0,"8305 20 00"
7959,25.99.23.0,"8305 90 00"
7960,25.99.24.0,"8306 21 00"
7961,25.99.24.0,"8306 29 00"
7962,25.99.24.0,"8306 30 00"
7963,25.99.25.0,"8308 10 00"
7964,25.99.25.0,"8308 20 00"
7965,25.99.25.0,"8308 90 00"
7966,25.99.26.0,"8487 10 10"
7967,25.99.26.0,"8487 10 90"
7968,25.99.29.0,"7316 00 00"
7969,25.99.29.0,"7325 10 00"
7970,25.99.29.0,"7325 91 00"
7971,25.99.29.0,"7325 99 10"
7972,25.99.29.0,"7325 99 90"
7973,25.99.29.0,"7326 11 00"
7974,25.99.29.0,"7326 19 10"
7975,25.99.29.0,"7326 19 90"
7976,25.99.29.0,"7326 20 00"
7977,25.99.29.0,"7326 90 30"
7978,25.99.29.0,"7326 90 40"
7979,25.99.29.0,"7326 90 50"
7980,25.99.29.0,"7326 90 60"
7981,25.99.29.0,"7326 90 92"
7982,25.99.29.0,"7326 90 94"
7983,25.99.29.0,"7326 90 96"
7984,25.99.29.0,"7326 90 98"
7985,25.99.29.0,"7419 20 00"
7986,25.99.29.0,"7419 80 90"
7987,25.99.29.0,"7508 10 00"
7988,25.99.29.0,"7508 90 00"
7989,25.99.29.0,"7616 91 00"
7990,25.99.29.0,"7616 99 10"
7991,25.99.29.0,"7616 99 90"
7992,25.99.29.0,"7806 00 10"
7993,25.99.29.0,"7806 00 80"
7994,25.99.29.0,"7907 00 00"
7995,25.99.29.0,"8007 00 10"
7996,25.99.29.0,"8007 00 80"
7997,25.99.29.0,"8306 10 00"
7998,25.99.29.0,"8307 10 00"
7999,25.99.29.0,"8307 90 00"
8000,25.99.29.0,"8310 00 00"
8001,25.99.29.0,"8505 11 10"
8002,25.99.29.0,"8505 11 90"
8003,25.99.29.0,"8608 00 00"
8004,25.99.29.0,"9615 19 00"
8005,26.11.11.0,"8540 11 00"
8006,26.11.11.0,"8540 12 00"
8007,26.11.11.0,"8540 20 10"
8008,26.11.11.0,"8540 20 80"
8009,26.11.11.0,"8540 40 00"
8010,26.11.11.0,"8540 60 00"
8011,26.11.12.0,"8540 71 00"
8012,26.11.12.0,"8540 79 00"
8013,26.11.12.0,"8540 81 00"
8014,26.11.12.0,"8540 89 00"
8015,26.11.21.0,"8541 10 00"
8016,26.11.21.0,"8541 21 00"
8017,26.11.21.0,"8541 29 00"
8018,26.11.21.0,"8541 30 00"
8019,26.11.22.0,"8541 41 00"
8020,26.11.22.0,"8541 42 00"
8021,26.11.22.0,"8541 43 00"
8022,26.11.22.0,"8541 49 00"
8023,26.11.22.0,"8541 51 00"
8024,26.11.22.0,"8541 59 00"
8025,26.11.22.0,"8541 60 00"
8026,26.11.30.0,"8542 31 11"
8027,26.11.30.0,"8542 31 19"
8028,26.11.30.0,"8542 31 90"
8029,26.11.30.0,"8542 32 11"
8030,26.11.30.0,"8542 32 19"
8031,26.11.30.0,"8542 32 31"
8032,26.11.30.0,"8542 32 39"
8033,26.11.30.0,"8542 32 45"
8034,26.11.30.0,"8542 32 55"
8035,26.11.30.0,"8542 32 61"
8036,26.11.30.0,"8542 32 69"
8037,26.11.30.0,"8542 32 75"
8038,26.11.30.0,"8542 32 90"
8039,26.11.30.0,"8542 33 10"
8040,26.11.30.0,"8542 33 90"
8041,26.11.30.0,"8542 39 11"
8042,26.11.30.0,"8542 39 19"
8043,26.11.30.0,"8542 39 90"
8044,26.11.40.0,"8522 10 00"
8045,26.11.40.0,"8540 91 00"
8046,26.11.40.0,"8540 99 00"
8047,26.11.40.0,"8541 90 00"
8048,26.11.40.0,"8542 90 00"
8049,26.11.50.0,"8534 00 11"
8050,26.11.50.0,"8534 00 19"
8051,26.12.10.0,"8534 00 90"
8052,26.12.20.0,"8471 80 00"
8053,26.12.30.0,"8523 52 00"
8054,26.20.11.0,"8471 30 00"
8055,26.20.12.0,"8472 90 80"
8056,26.20.13.0,"8471 41 00"
8057,26.20.14.0,"8471 49 00"
8058,26.20.15.0,"8471 50 00"
8059,26.20.16.0,"8443 32 10"
8060,26.20.16.0,"8443 32 80"
8061,26.20.16.0,"8471 60 60"
8062,26.20.16.0,"8471 60 70"
8063,26.20.17.0,"8528 42 00"
8064,26.20.17.0,"8528 52 10"
8065,26.20.17.0,"8528 62 00"
8066,26.20.18.0,"8443 31 00"
8067,26.20.21.0,"8471 70 20"
8068,26.20.21.0,"8471 70 30"
8069,26.20.21.0,"8471 70 50"
8070,26.20.21.0,"8471 70 70"
8071,26.20.21.0,"8471 70 80"
8072,26.20.21.0,"8471 70 98"
8073,26.20.22.0,"8523 51 10"
8074,26.20.30.0,"8471 80 00"
8075,26.20.30.0,"8471 90 00"
8076,26.20.40.0,"8414 59 15"
8077,26.20.40.0,"8473 30 20"
8078,26.20.40.0,"8473 30 80"
8079,26.20.40.0,"8473 50 20"
8080,26.20.40.0,"8473 50 80"
8081,26.30.11.0,"8525 60 00"
8082,26.30.12.0,"8525 50 00"
8083,26.30.12.0,"8543 70 90"
8084,26.30.13.0,"8525 81 00"
8085,26.30.13.0,"8525 82 00"
8086,26.30.13.0,"8525 83 00"
8087,26.30.13.0,"8525 89 00"
8088,26.30.21.0,"8517 11 00"
8089,26.30.22.0,"8517 13 00"
8090,26.30.22.0,"8517 14 00"
8091,26.30.23.0,"8517 18 00"
8092,26.30.23.0,"8517 61 00"
8093,26.30.23.0,"8517 62 00"
8094,26.30.23.0,"8517 69 10"
8095,26.30.23.0,"8517 69 20"
8096,26.30.23.0,"8517 69 30"
8097,26.30.23.0,"8517 69 90"
8098,26.30.30.0,"8517 79 00"
8099,26.30.30.0,"8522 90 00"
8100,26.30.30.0,"8529 90 65"
8101,26.30.40.0,"8517 71 00"
8102,26.30.40.0,"8529 10 11"
8103,26.30.40.0,"8529 10 30"
8104,26.30.40.0,"8529 10 65"
8105,26.30.40.0,"8529 10 69"
8106,26.30.40.0,"8529 10 80"
8107,26.30.40.0,"8529 10 95"
8108,26.30.40.0,"8529 90 15"
8109,26.30.40.0,"8529 90 40"
8110,26.30.40.0,"8529 90 91"
8111,26.30.40.0,"8529 90 92"
8112,26.30.40.0,"9620 00 10"
8113,26.30.50.0,"8531 10 30"
8114,26.30.50.0,"8531 10 95"
8115,26.30.60.0,"8531 90 00"
8116,26.40.11.0,"8527 12 00"
8117,26.40.11.0,"8527 13 00"
8118,26.40.11.0,"8527 19 00"
8119,26.40.11.0,"8527 91 00"
8120,26.40.11.0,"8527 92 00"
8121,26.40.11.0,"8527 99 00"
8122,26.40.12.0,"8527 21 20"
8123,26.40.12.0,"8527 21 52"
8124,26.40.12.0,"8527 21 59"
8125,26.40.12.0,"8527 21 70"
8126,26.40.12.0,"8527 21 92"
8127,26.40.12.0,"8527 21 98"
8128,26.40.12.0,"8527 29 00"
8129,26.40.20.0,"8528 71 11"
8130,26.40.20.0,"8528 71 15"
8131,26.40.20.0,"8528 71 19"
8132,26.40.20.0,"8528 71 91"
8133,26.40.20.0,"8528 71 99"
8134,26.40.20.0,"8528 72 10"
8135,26.40.20.0,"8528 72 20"
8136,26.40.20.0,"8528 72 30"
8137,26.40.20.0,"8528 72 40"
8138,26.40.20.0,"8528 72 60"
8139,26.40.20.0,"8528 72 80"
8140,26.40.20.0,"8528 73 00"
8141,26.40.31.0,"8519 20 10"
8142,26.40.31.0,"8519 20 91"
8143,26.40.31.0,"8519 20 99"
8144,26.40.31.0,"8519 30 00"
8145,26.40.31.0,"8519 81 00"
8146,26.40.31.0,"8519 89 00"
8147,26.40.32.0,"8519 81 00"
8148,26.40.33.0,"8521 10 20"
8149,26.40.33.0,"8521 10 95"
8150,26.40.33.0,"8521 90 00"
8151,26.40.34.0,"8528 49 00"
8152,26.40.34.0,"8528 52 91"
8153,26.40.34.0,"8528 52 99"
8154,26.40.34.0,"8528 59 00"
8155,26.40.34.0,"8528 69 20"
8156,26.40.34.0,"8528 69 80"
8157,26.40.41.0,"8518 10 00"
8158,26.40.42.0,"8518 21 00"
8159,26.40.42.0,"8518 22 00"
8160,26.40.42.0,"8518 29 00"
8161,26.40.42.0,"8518 30 00"
8162,26.40.43.0,"8518 40 00"
8163,26.40.43.0,"8518 50 00"
8164,26.40.44.0,"8517 69 30"
8165,26.40.51.0,"8518 90 00"
8166,26.40.51.0,"8522 90 00"
8167,26.40.51.0,"8529 90 65"
8168,26.40.51.0,"8529 90 91"
8169,26.40.51.0,"9620 00 10"
8170,26.40.52.0,"8528 71 11"
8171,26.40.52.0,"8529 90 20"
8172,26.40.52.0,"8529 90 65"
8173,26.40.60.0,"9504 50 00"
8174,26.51.11.0,"8526 91 20"
8175,26.51.11.0,"9014 10 00"
8176,26.51.11.0,"9014 20 20"
8177,26.51.11.0,"9014 20 80"
8178,26.51.11.0,"9014 80 00"
8179,26.51.12.0,"9015 20 00"
8180,26.51.12.0,"9015 40 00"
8181,26.51.12.0,"9015 80 20"
8182,26.51.12.0,"9015 80 40"
8183,26.51.12.0,"9015 80 80"
8184,26.51.20.0,"8526 10 00"
8185,26.51.20.0,"8526 91 80"
8186,26.51.20.0,"8526 92 00"
8187,26.51.31.0,"9016 00 10"
8188,26.51.31.0,"9016 00 90"
8189,26.51.32.0,"9017 10 10"
8190,26.51.32.0,"9017 10 90"
8191,26.51.32.0,"9017 20 05"
8192,26.51.32.0,"9017 20 10"
8193,26.51.32.0,"9017 20 39"
8194,26.51.32.0,"9017 20 90"
8195,26.51.33.0,"9017 30 00"
8196,26.51.41.0,"9030 10 00"
8197,26.51.42.0,"9030 20 00"
8198,26.51.43.0,"9030 31 00"
8199,26.51.43.0,"9030 33 20"
8200,26.51.43.0,"9030 33 70"
8201,26.51.44.0,"9030 40 00"
8202,26.51.45.0,"9030 20 00"
8203,26.51.45.0,"9030 32 00"
8204,26.51.45.0,"9030 39 00"
8205,26.51.45.0,"9030 82 00"
8206,26.51.45.0,"9030 84 00"
8207,26.51.45.0,"9030 89 00"
8208,26.51.51.0,"9025 11 80"
8209,26.51.51.0,"9025 19 00"
8210,26.51.51.0,"9025 80 20"
8211,26.51.51.0,"9025 80 40"
8212,26.51.51.0,"9025 80 80"
8213,26.51.52.0,"9026 10 21"
8214,26.51.52.0,"9026 10 29"
8215,26.51.52.0,"9026 10 81"
8216,26.51.52.0,"9026 10 89"
8217,26.51.52.0,"9026 20 20"
8218,26.51.52.0,"9026 20 40"
8219,26.51.52.0,"9026 20 80"
8220,26.51.52.0,"9026 80 20"
8221,26.51.52.0,"9026 80 80"
8222,26.51.53.0,"9027 10 10"
8223,26.51.53.0,"9027 10 90"
8224,26.51.53.0,"9027 20 00"
8225,26.51.53.0,"9027 30 00"
8226,26.51.53.0,"9027 81 00"
8227,26.51.53.0,"9027 89 30"
8228,26.51.53.0,"9027 89 90"
8229,26.51.61.0,"9012 10 00"
8230,26.51.62.0,"9024 10 20"
8231,26.51.62.0,"9024 10 40"
8232,26.51.62.0,"9024 10 80"
8233,26.51.62.0,"9024 80 00"
8234,26.51.63.0,"9028 10 00"
8235,26.51.63.0,"9028 20 00"
8236,26.51.63.0,"9028 30 11"
8237,26.51.63.0,"9028 30 19"
8238,26.51.63.0,"9028 30 90"
8239,26.51.64.0,"9029 10 00"
8240,26.51.64.0,"9029 20 31"
8241,26.51.64.0,"9029 20 38"
8242,26.51.65.0,"9032 81 00"
8243,26.51.66.0,"9031 20 00"
8244,26.51.66.0,"9031 80 20"
8245,26.51.66.0,"9031 80 80"
8246,26.51.70.0,"9032 10 20"
8247,26.51.70.0,"9032 10 80"
8248,26.51.70.0,"9032 20 00"
8249,26.51.70.0,"9032 89 00"
8250,26.51.81.0,"8529 90 65"
8251,26.51.81.0,"8529 90 91"
8252,26.51.81.0,"8529 90 97"
8253,26.51.82.0,"9015 90 00"
8254,26.51.82.0,"9017 90 00"
8255,26.51.82.0,"9025 90 00"
8256,26.51.82.0,"9026 90 00"
8257,26.51.82.0,"9027 90 00"
8258,26.51.82.0,"9030 90 00"
8259,26.51.82.0,"9033 00 10"
8260,26.51.82.0,"9033 00 90"
8261,26.51.83.0,"9012 90 00"
8262,26.51.84.0,"9028 90 10"
8263,26.51.84.0,"9028 90 90"
8264,26.51.84.0,"9029 90 00"
8265,26.51.85.0,"9031 90 00"
8266,26.51.85.0,"9032 90 00"
8267,26.51.86.0,"9014 90 00"
8268,26.51.86.0,"9024 90 00"
8269,26.52.11.0,"9101 11 00"
8270,26.52.11.0,"9101 19 00"
8271,26.52.11.0,"9101 21 00"
8272,26.52.11.0,"9101 29 00"
8273,26.52.11.0,"9101 91 00"
8274,26.52.11.0,"9101 99 00"
8275,26.52.12.0,"9102 11 00"
8276,26.52.12.0,"9102 12 00"
8277,26.52.12.0,"9102 19 00"
8278,26.52.12.0,"9102 21 00"
8279,26.52.12.0,"9102 29 00"
8280,26.52.12.0,"9102 91 00"
8281,26.52.12.0,"9102 99 00"
8282,26.52.13.0,"9104 00 00"
8283,26.52.14.0,"9103 10 00"
8284,26.52.14.0,"9103 90 00"
8285,26.52.14.0,"9105 11 00"
8286,26.52.14.0,"9105 19 00"
8287,26.52.14.0,"9105 21 00"
8288,26.52.14.0,"9105 29 00"
8289,26.52.14.0,"9105 91 00"
8290,26.52.14.0,"9105 99 00"
8291,26.52.21.0,"9108 11 00"
8292,26.52.21.0,"9108 12 00"
8293,26.52.21.0,"9108 19 00"
8294,26.52.21.0,"9108 20 00"
8295,26.52.21.0,"9108 90 00"
8296,26.52.21.0,"9109 10 00"
8297,26.52.21.0,"9109 90 00"
8298,26.52.21.0,"9110 11 10"
8299,26.52.21.0,"9110 11 90"
8300,26.52.21.0,"9110 12 00"
8301,26.52.21.0,"9110 19 00"
8302,26.52.21.0,"9110 90 00"
8303,26.52.22.0,"9111 10 00"
8304,26.52.22.0,"9111 20 00"
8305,26.52.22.0,"9111 80 00"
8306,26.52.22.0,"9111 90 00"
8307,26.52.22.0,"9112 20 00"
